Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,AQI,Green_Cover
29.0,50.4,4.8,18.9,26.4,9.4,1.75,9.0,302,Moderate,116.0,28.83
30.6,55.6,6.2,23.0,25.0,10.4,1.38,6.3,354,Moderate,122.0,29.26
28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,523,Moderate,112.0,17.59
32.0,61.5,13.9,20.6,23.3,11.0,1.41,8.1,425,Moderate,174.0,15.99
39.3,79.2,30.6,44.5,34.0,22.1,2.02,4.6,619,Poor,257.0,22.13
32.7,59.4,2.1,14.7,21.9,13.7,1.21,8.4,394,Moderate,114.0,38.67
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317,Good,86.0,48.19
35.2,67.4,32.5,44.7,28.7,7.7,2.64,3.7,654,Poor,383.0,21.22
31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424,Poor,397.0,29.15
28.5,75.41529865006127,53.2,65.8,33.6,20.5,2.34,4.4,764,Poor,357.0,10.34
25.4,47.5,2.8,9.0,19.7,3.4,0.84,10.8,240,Good,47.0,44.34
42.3,79.1129931627873,4.3,16.1,37.7,3.2,2.44,3.4,421,Poor,332.0,29.88
25.2,54.0,0.7,4.1,17.3,7.8,1.04,13.0,307,Good,56.0,42.65
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364,Good,73.0,41.4
28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,643,Moderate,141.0,12.16
33.9,75.09707291557245,8.9,15.1,33.2,11.7,1.89,4.3,680,Poor,334.0,18.72
22.4,46.5,0.6,7.2,21.5,5.2,1.07,11.6,363,Good,63.0,57.36
36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,473,Poor,320.0,26.49
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567,Moderate,111.0,15.12
30.7,57.3,2.0,4.9,22.3,7.9,0.93,10.2,462,Good,90.0,40.48
35.3,88.7,20.1,30.4,34.9,4.9,1.49,6.2,686,Moderate,118.0,22.66
28.0,69.2,4.8,12.6,25.5,6.1,0.73,12.7,408,Good,59.0,27.62
20.3,52.3,2.2,6.1,19.0,5.7,0.9,10.4,359,Good,53.0,54.23
30.6,84.0,0.7,9.9,30.2,8.0,1.52,5.1,667,Moderate,114.0,28.53
28.9,62.4,4.8,10.7,17.7,4.3,0.86,12.1,296,Good,58.0,42.45
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,582,Good,44.0,33.42
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657,Moderate,106.0,15.12
22.7,47.2,7.8,10.1,16.5,4.3,0.99,11.8,537,Good,98.0,26.48
27.3,75.8,51.0,59.3,23.5,7.9,1.77,5.2,542,Moderate,124.0,23.68
23.3,65.5,5.8,10.7,23.8,5.5,1.08,13.3,550,Good,49.0,38.16
29.4,74.5,12.2,18.2,21.9,4.8,0.99,10.1,267,Good,62.0,46.78
37.1,84.7,31.7,57.6,28.8,19.6,2.25,7.5,672,Poor,304.0,23.13
32.2,83.4,5.8,15.3,38.3,12.6,1.72,7.4,449,Moderate,103.0,20.23
31.0,71.3,34.4,45.2,26.7,8.6,1.63,7.7,460,Moderate,140.0,18.55
34.1,67.7,8.4,18.5,25.0,10.7,1.52,10.2,460,Moderate,188.0,37.67
22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490,Moderate,102.0,10.35
41.3,77.0,7.0,28.8,51.9,25.2,2.11,8.3,643,Hazardous,613.0,13.06
37.8,76.89033339366807,58.1,75.1,31.9,16.6,2.0,4.5,626,Poor,280.0,16.37
25.8,51.5,20.0,30.5,16.5,7.4,0.9,10.6,520,Good,64.0,40.91
21.1,49.5,4.3,9.4,15.2,0.6,1.1,14.4,314,Good,64.0,48.99
19.2,50.8,9.6,11.7,23.3,4.7,1.04,10.1,392,Good,77.0,45.25
49.4,87.2,136.2,154.5,23.8,6.2,2.12,4.9,762,Poor,201.0,21.86
38.1,86.9085507141339,1.7,12.9,29.8,17.7,1.89,4.4,734,Poor,284.0,19.13
39.8,66.5,18.2,26.8,42.9,17.1,1.31,5.0,556,Poor,235.0,19.41
27.0,87.3,10.8,18.7,24.2,10.7,1.47,6.3,327,Moderate,123.0,33.41
25.7,63.4,41.1,51.5,36.0,10.7,1.77,7.0,628,Moderate,129.0,11.13
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652,Poor,308.0,12.23
32.2,55.7,17.2,30.4,36.3,1.6,1.31,5.4,617,Moderate,144.0,26.53
22.6,59.5,2.1,9.3,12.4,7.5,0.95,12.5,451,Good,58.0,29.83
32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611,Moderate,151.0,11.37
26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,Good,86.0,34.66
22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588,Good,81.0,27.52
36.7,85.2011686716045,4.2,19.4,32.1,18.7,2.38,3.9,675,Poor,226.0,14.09
35.0,85.2,7.5,18.9,51.5,23.9,3.03,6.5,628,Hazardous,411.0,17.26
23.2,71.8,56.0,70.0,26.3,14.6,1.69,5.7,392,Moderate,126.0,36.04
23.3,58.1,5.4,7.4,24.1,7.6,1.28,5.2,538,Moderate,145.0,17.38
35.2,70.4,12.1,31.5,29.9,24.1,2.05,5.6,414,Poor,252.0,10.59
23.9,80.5,0.6,3.6,13.9,7.3,0.94,12.7,348,Good,73.0,48.74
26.7,62.1,12.7,16.7,15.8,3.8,1.04,13.6,276,Good,100.0,48.97
28.6,65.2,40.2,44.4,20.5,5.2,1.13,12.3,492,Good,59.0,41.57
33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332,Moderate,113.0,31.24
44.9,85.41317298182072,12.9,28.7,43.6,15.9,2.18,6.0,630,Hazardous,454.0,14.99
25.9,62.8,2.0,8.4,12.1,6.5,1.17,10.4,487,Good,65.0,35.46
21.8,73.5,11.6,14.8,24.2,5.9,0.96,10.8,463,Good,82.0,35.35
38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458,Poor,327.0,25.08
29.2,60.4,20.9,32.5,34.9,4.5,2.0,8.1,406,Moderate,149.0,15.23
26.5,65.9,0.9,13.3,30.1,11.5,1.82,5.5,641,Moderate,140.0,27.55
38.8,81.41334217177946,0.1,12.2,43.2,7.9,1.27,4.0,567,Poor,207.0,21.19
47.4,64.8,68.5,80.6,38.5,13.5,2.54,4.0,633,Poor,229.0,15.1
35.8,72.9,6.2,33.2,23.9,16.7,2.0,3.6,552,Poor,202.0,25.97
32.4,60.2,0.7,10.0,34.7,11.2,1.59,8.6,717,Moderate,166.0,12.69
21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420,Good,100.0,27.38
27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564,Moderate,115.0,17.27
27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591,Good,56.0,28.53
41.2,75.48614741560087,19.6,35.4,39.8,9.1,1.97,4.6,453,Poor,221.0,24.99
30.4,82.70395632850607,24.9,30.7,23.5,21.2,1.55,6.7,594,Moderate,132.0,21.57
19.4,60.1,9.9,18.2,26.4,2.3,1.04,10.6,466,Good,65.0,42.08
31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761,Poor,321.0,13.39
27.8,83.3,13.5,30.5,21.6,0.7,1.64,5.4,653,Moderate,117.0,24.01
23.3,61.7,3.3,10.1,12.9,5.3,0.94,10.1,245,Good,54.0,55.38
22.0,65.6,3.1,11.6,25.3,7.7,1.64,5.8,430,Moderate,146.0,27.11
29.2,51.8,0.3,4.6,16.6,6.5,0.89,14.2,291,Good,89.0,53.63
35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592,Moderate,143.0,21.13
25.7,72.9,2.1,1.0,23.5,3.3,1.04,11.0,415,Good,60.0,42.19
21.5,57.5,0.2,4.3,15.0,6.7,1.02,18.8,373,Good,56.0,44.49
28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438,Moderate,168.0,23.06
34.4,75.4,13.2,18.3,34.4,8.4,1.42,6.0,613,Moderate,179.0,23.65
23.6,53.8,7.6,10.4,16.9,4.1,1.07,10.2,434,Good,80.0,36.7
17.6,46.1,11.3,15.6,14.2,7.4,0.9,11.7,591,Good,60.0,43.23
29.5,85.1,9.3,19.6,22.8,14.1,1.38,9.6,692,Moderate,157.0,12.55
25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401,Good,72.0,29.85
28.7,89.82484767096597,8.5,13.6,27.1,13.1,1.35,5.2,409,Moderate,102.0,19.42
25.8,68.0,17.6,25.9,19.8,4.2,0.85,13.1,303,Good,71.0,58.47
45.7,74.1,80.8,96.8,46.9,14.6,2.4,3.6,618,Hazardous,478.0,17.85
46.0,80.1,8.2,40.2,30.8,15.3,2.55,7.9,584,Hazardous,532.0,20.57
26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494,Moderate,102.0,29.92
33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456,Moderate,125.0,18.93
18.0,53.4,13.8,18.3,24.9,4.9,1.09,13.4,231,Good,64.0,40.56
30.1,81.5,84.8,96.1,22.1,6.0,1.44,5.7,579,Moderate,112.0,19.0
39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562,Poor,217.0,11.03
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,Good,38.0,43.2
26.1,77.5,0.3,14.5,20.8,9.9,1.86,5.4,376,Moderate,104.0,37.78
28.8,75.76437796509934,5.1,24.7,39.1,16.4,3.22,12.1,699,Hazardous,467.0,42.8
43.4,66.5,7.0,24.6,38.4,10.1,1.77,4.5,450,Poor,394.0,29.82
34.0,82.3,99.5,128.1,37.4,13.6,1.94,9.0,444,Poor,369.0,13.22
42.2,91.6,0.4,11.5,35.9,12.5,2.15,5.9,683,Poor,216.0,27.44
26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646,Moderate,118.0,15.34
37.3,61.0,67.6,72.0,22.7,10.3,1.6,9.3,582,Moderate,132.0,20.03
26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712,Poor,316.0,13.69
40.6,51.7,18.8,31.5,30.4,9.5,2.15,3.4,738,Poor,217.0,28.22
45.6,82.4,13.1,27.8,24.8,13.8,1.37,5.5,408,Poor,354.0,13.16
17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486,Good,77.0,36.82
29.2,76.89817711507791,21.9,39.6,37.6,17.5,2.99,4.3,689,Hazardous,515.0,19.97
38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637,Hazardous,422.0,14.83
24.8,46.4,0.7,5.7,15.7,4.7,0.98,10.5,523,Good,63.0,37.42
34.6,70.8,13.3,20.8,28.5,19.4,1.63,4.7,365,Poor,307.0,38.87
32.2,79.49147371879036,13.7,28.4,26.6,4.2,1.9,8.2,467,Poor,228.0,27.37
29.4,49.7,67.0,80.2,20.3,16.3,1.34,6.5,436,Moderate,129.0,18.82
27.0,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279,Good,76.0,46.72
32.3,53.7,39.7,43.7,27.2,12.5,1.59,5.0,363,Moderate,101.0,33.21
36.6,91.9,10.5,20.2,22.9,5.5,1.58,6.4,409,Poor,360.0,20.57
25.7,64.5,19.7,28.4,31.1,7.8,1.3,7.0,521,Moderate,200.0,23.0
29.9,58.0,5.1,6.3,18.5,4.2,1.03,11.3,510,Good,76.0,44.06
39.0,59.1,13.8,39.2,41.2,11.6,1.82,3.8,602,Poor,244.0,26.58
40.4,87.31590287792271,1.0,7.8,35.6,20.2,1.97,4.1,458,Poor,274.0,22.69
29.9,82.5,12.0,25.6,37.5,11.2,1.63,3.8,597,Poor,226.0,23.31
38.2,81.96774676575602,295.0,315.8,50.1,5.5,3.01,4.6,755,Hazardous,593.0,14.14
19.4,36.3,7.6,10.5,25.6,8.5,1.01,10.4,391,Good,97.0,57.84
33.0,79.0,1.0,23.0,37.8,19.9,1.84,6.8,651,Poor,290.0,20.76
24.6,53.0,3.1,6.0,24.6,5.2,0.95,11.1,500,Good,38.0,25.27
33.1,91.3,8.0,24.3,32.0,23.6,2.28,4.2,587,Poor,282.0,24.51
40.8,77.9152261845748,11.6,37.6,36.7,5.3,1.94,3.0,750,Hazardous,404.0,15.68
28.8,77.2,27.8,42.3,27.5,4.8,1.6,10.8,538,Moderate,101.0,27.94
47.8,74.1,38.5,62.2,41.1,11.4,1.85,6.8,549,Poor,254.0,18.9
26.3,64.8,14.9,22.0,26.2,7.4,1.02,12.5,237,Good,92.0,47.13
32.1,84.3,4.2,14.3,37.1,11.6,1.45,3.3,737,Poor,237.0,21.19
31.1,80.7,14.2,24.3,15.0,11.9,1.46,6.3,481,Moderate,109.0,23.74
33.0,60.4,20.1,29.9,31.9,7.6,1.32,5.7,335,Moderate,119.0,26.67
31.1,78.4,51.7,67.9,35.6,17.5,2.24,5.6,488,Poor,383.0,18.72
37.5,84.2,17.4,35.5,31.6,2.9,3.0,7.0,524,Poor,387.0,21.67
31.8,49.9,7.5,17.9,36.1,7.0,1.48,9.5,687,Moderate,129.0,27.46
32.1,90.5,51.8,69.9,26.6,22.3,1.57,3.4,782,Poor,340.0,18.23
33.4,83.416003440919,14.1,25.5,26.8,15.8,2.39,5.5,623,Poor,336.0,27.53
28.4,80.8,11.4,20.3,36.0,9.7,1.19,5.8,530,Moderate,103.0,23.8
37.0,78.73247626668262,14.8,25.2,40.6,14.7,2.11,10.2,673,Poor,277.0,42.14
27.1,82.89085098960516,2.6,30.7,32.7,23.2,1.93,6.3,691,Poor,276.0,18.88
26.2,60.3,13.4,17.3,26.7,7.0,1.23,10.9,308,Good,73.0,41.3
29.4,54.3,9.2,15.5,29.3,8.6,1.49,10.6,405,Moderate,197.0,37.18
31.5,67.4,36.0,49.0,48.1,14.3,2.34,4.2,799,Poor,300.0,24.85
27.1,36.1,9.8,16.2,18.6,5.5,0.91,10.3,311,Good,99.0,40.98
33.6,46.7,11.1,22.2,23.7,3.8,1.16,10.0,592,Moderate,130.0,27.26
35.3,53.7,34.2,44.6,20.3,3.8,1.21,5.8,328,Moderate,131.0,40.01
22.7,58.8,16.0,21.7,14.8,4.5,0.95,10.0,324,Good,79.0,44.48
33.2,76.6,6.9,23.1,31.0,17.1,2.06,4.8,804,Poor,230.0,25.13
26.6,67.5,5.0,6.7,24.6,2.0,0.96,10.9,444,Good,77.0,38.32
23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316,Good,47.0,46.13
46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624,Hazardous,403.0,21.2
23.9,43.8,0.3,7.9,26.4,5.3,0.98,11.8,415,Good,94.0,44.77
24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456,Good,52.0,35.76
31.8,68.4,6.7,12.6,23.8,8.3,0.86,10.3,326,Good,71.0,51.36
27.9,60.9,1.9,6.7,14.5,5.6,1.0,11.0,383,Good,91.0,41.56
30.5,70.7,23.4,30.5,32.8,10.8,1.49,7.5,466,Moderate,143.0,11.72
41.5,82.12189803927973,2.5,16.1,41.6,22.9,2.33,9.7,629,Hazardous,472.0,17.41
31.7,53.6,24.2,36.1,23.3,6.4,1.36,5.4,566,Moderate,172.0,19.98
40.9,69.5,31.1,53.4,39.3,14.0,1.69,5.5,465,Poor,315.0,15.65
23.3,49.0,29.4,36.6,12.6,6.6,0.82,10.7,362,Good,98.0,44.88
20.7,71.2,0.5,9.4,11.4,4.4,1.09,10.9,207,Good,81.0,43.9
21.9,58.3,2.7,5.6,20.6,7.3,0.9,11.1,493,Good,80.0,29.02
51.5,92.6,3.6,25.7,49.5,22.2,2.48,4.0,737,Hazardous,478.0,10.34
24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385,Good,59.0,53.48
34.8,68.1,64.3,74.2,39.9,11.2,2.26,4.0,537,Poor,382.0,12.77
29.2,78.4,17.6,24.9,21.5,1.9,0.97,10.1,285,Good,75.0,44.39
25.7,51.6,17.3,20.6,16.9,7.5,1.07,10.7,454,Good,84.0,30.15
39.3,57.3,39.6,59.1,22.0,17.7,1.64,4.7,573,Poor,339.0,25.82
32.5,86.70219771936499,77.0,99.1,54.5,26.1,1.82,2.7,555,Hazardous,458.0,17.35
29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353,Good,90.0,42.24
31.9,72.0,68.4,87.0,37.9,7.3,2.24,4.0,679,Poor,228.0,18.75
26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606,Good,85.0,26.2
26.0,79.9,22.6,28.3,22.7,5.9,1.37,12.0,323,Moderate,200.0,49.53
30.1,83.5,10.2,15.6,23.6,18.2,1.73,14.0,676,Moderate,127.0,30.49
34.0,75.2,46.0,57.2,45.5,15.4,3.34,6.3,601,Hazardous,509.0,24.2
38.5,55.8,12.3,32.1,24.8,9.4,1.75,5.6,312,Moderate,102.0,43.7
45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861,Hazardous,442.0,13.19
31.0,77.2,42.9,56.6,29.3,9.2,1.4,6.7,611,Moderate,101.0,17.43
25.0,77.4,1.4,5.8,14.7,6.3,0.84,11.0,288,Good,58.0,54.81
26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267,Good,94.0,44.87
24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302,Good,50.0,44.56
36.1,55.2,5.6,17.2,23.0,9.5,1.7,5.7,317,Moderate,200.0,33.55
29.2,89.5,71.0,83.9,19.8,14.6,1.16,7.3,618,Moderate,186.0,11.02
36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583,Moderate,165.0,28.45
26.8,41.9,8.4,13.8,26.3,6.2,1.06,14.4,494,Good,48.0,39.63
29.8,84.3,0.6,14.0,34.6,14.2,1.61,5.4,506,Moderate,175.0,29.49
24.7,49.4,8.4,14.8,15.7,6.5,1.2,10.2,194,Good,58.0,53.58
30.3,70.8,4.2,9.9,21.9,5.5,1.16,11.2,401,Good,92.0,42.4
27.2,88.1,12.8,31.5,23.5,14.0,1.94,3.4,576,Poor,326.0,13.47
23.9,79.6,28.7,32.2,18.7,3.0,1.1,12.0,454,Good,71.0,31.65
40.0,88.6,4.5,25.7,31.0,20.5,2.11,4.6,709,Poor,278.0,10.58
27.6,61.3,1.5,12.0,28.7,11.6,1.63,5.1,581,Moderate,102.0,25.31
16.5,66.4,11.7,15.8,11.7,3.6,0.97,13.5,548,Good,52.0,25.62
29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418,Moderate,116.0,17.67
19.6,47.2,0.9,7.5,23.2,3.8,1.02,10.5,380,Good,77.0,46.91
29.5,54.6,40.8,48.3,30.7,9.5,1.52,5.0,642,Moderate,123.0,26.57
29.2,62.5,4.2,7.0,26.5,13.5,1.07,6.1,630,Moderate,177.0,18.93
20.0,79.9,2.0,7.3,15.2,5.1,1.06,10.5,244,Good,85.0,50.63
44.0,77.43168823823865,55.0,76.2,23.8,18.6,2.12,4.3,535,Poor,338.0,10.33
33.6,90.6,16.7,22.9,33.8,10.0,1.69,15.4,486,Moderate,131.0,42.36
34.9,84.1,1.5,20.1,22.5,2.5,2.15,3.6,646,Poor,241.0,22.25
25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569,Good,67.0,32.04
26.2,56.5,20.4,28.2,14.2,-0.4,0.88,12.4,427,Good,70.0,28.44
37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318,Moderate,117.0,28.46
26.1,81.9,9.5,19.1,36.1,14.8,1.62,5.9,455,Moderate,138.0,11.24
41.1,70.0,30.3,40.1,36.4,7.6,2.51,5.0,647,Poor,207.0,12.29
30.5,55.3,6.3,18.2,21.9,15.1,1.45,5.2,391,Moderate,193.0,37.19
32.7,60.5,13.5,27.2,22.9,9.3,1.45,8.7,322,Moderate,141.0,35.92
27.8,72.8,2.0,8.5,27.8,4.0,1.01,10.4,253,Good,66.0,59.49
21.9,42.8,3.3,5.8,19.3,3.9,1.12,13.0,546,Good,70.0,32.18
27.2,66.4,13.0,16.3,23.5,4.9,1.08,14.0,428,Good,69.0,37.9
31.0,80.4,3.3,13.9,29.6,7.1,1.31,7.1,353,Moderate,168.0,37.27
27.4,73.6,51.6,64.0,35.3,14.7,1.87,8.7,769,Poor,372.0,20.02
26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545,Good,96.0,25.15
23.4,77.4,25.1,28.6,26.1,5.7,1.09,12.0,201,Good,37.0,42.85
25.1,45.2,5.6,10.3,14.7,3.1,1.01,12.0,566,Good,51.0,36.64
31.3,70.5,13.7,23.4,28.6,10.6,1.69,5.9,647,Moderate,158.0,11.37
39.0,80.7,1.3,21.3,24.2,10.8,1.65,3.8,448,Poor,335.0,26.72
24.8,86.3,14.3,21.5,22.7,12.2,1.27,8.6,419,Moderate,124.0,10.76
35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361,Moderate,127.0,30.76
39.4,57.0,11.2,26.3,28.7,20.4,2.01,3.8,468,Poor,232.0,13.22
27.5,49.8,1.3,9.3,24.8,8.5,1.11,10.7,589,Good,100.0,29.67
35.6,64.8,16.1,30.3,32.2,1.1,1.65,5.9,640,Moderate,107.0,10.98
25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267,Good,91.0,46.96
36.4,72.1,37.2,45.7,29.1,9.6,1.45,9.8,312,Moderate,121.0,40.62
28.0,80.7,62.2,68.9,29.0,15.3,1.61,5.1,336,Moderate,135.0,32.98
30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465,Good,54.0,43.73
28.2,60.6,14.5,19.4,23.0,6.0,1.16,14.3,360,Good,99.0,49.09
26.3,67.0,6.1,12.5,16.3,6.0,1.04,18.0,559,Good,95.0,38.72
30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464,Good,97.0,35.97
23.9,39.6,1.3,5.7,23.2,6.4,0.93,11.2,569,Good,85.0,33.96
24.6,48.9,6.5,14.6,17.0,4.6,0.96,12.1,264,Good,35.0,44.8
22.7,53.9,8.1,12.7,23.5,7.1,1.2,10.3,487,Good,37.0,44.61
34.2,76.9,111.0,129.2,34.7,21.5,2.17,3.9,484,Poor,244.0,15.23
21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,Good,47.0,26.65
20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,Good,48.0,31.37
30.6,65.6,28.7,38.2,21.5,14.8,1.48,8.3,383,Moderate,107.0,32.3
28.2,65.2,30.0,40.9,15.7,9.2,1.5,5.4,541,Moderate,109.0,27.07
28.4,66.1,35.2,50.0,24.8,7.8,1.2,6.5,311,Moderate,136.0,40.01
32.6,78.7,7.1,20.4,30.9,6.4,1.52,5.7,352,Moderate,122.0,43.24
43.8,82.54014174627521,4.6,19.2,32.8,21.2,2.34,4.1,425,Poor,252.0,28.15
27.2,46.7,3.4,5.6,17.2,4.1,1.0,13.1,468,Good,54.0,27.81
18.1,61.3,7.8,12.3,12.9,7.3,1.04,10.1,218,Good,50.0,50.09
30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,Moderate,186.0,13.01
31.9,74.5,31.9,40.6,36.4,9.7,1.45,6.7,494,Moderate,103.0,25.59
42.2,76.5,39.0,53.0,31.2,13.5,2.3,5.2,458,Poor,201.0,24.79
34.6,48.6,4.5,15.6,26.6,13.0,1.42,12.0,410,Moderate,112.0,36.28
25.8,51.5,9.2,12.9,17.5,0.2,1.26,11.8,452,Good,93.0,34.74
35.7,83.1,8.1,20.2,24.9,9.4,1.4,7.2,564,Moderate,123.0,11.49
27.7,79.4,10.8,16.8,14.0,7.7,0.92,10.3,348,Good,51.0,43.27
21.4,60.3,17.6,22.3,15.8,5.7,0.98,11.6,284,Good,94.0,59.48
21.0,51.0,4.5,9.4,18.6,7.8,1.01,10.5,254,Good,74.0,52.52
24.8,53.7,2.6,8.7,17.6,8.2,1.2,10.9,280,Good,68.0,52.96
22.6,75.5,55.8,63.3,30.0,7.7,1.33,5.9,361,Moderate,181.0,38.6
28.4,81.5,6.7,11.7,17.6,2.9,0.93,12.9,580,Good,31.0,28.95
28.3,76.6,10.3,17.8,37.4,5.2,1.38,7.1,540,Moderate,132.0,15.87
28.2,90.6,17.2,27.5,32.3,17.4,2.07,9.1,680,Poor,237.0,29.82
21.6,64.6,0.3,7.9,14.7,4.9,1.05,10.3,380,Good,68.0,42.45
31.0,79.6,17.3,30.5,31.4,5.1,1.69,8.9,347,Moderate,172.0,28.96
27.1,84.16812504621798,37.3,64.1,29.7,14.8,3.28,2.5,701,Hazardous,677.0,28.66
25.7,82.4,44.6,54.5,21.2,5.8,1.44,5.2,580,Moderate,111.0,26.54
30.6,80.3,4.5,13.8,25.9,4.9,1.32,5.0,333,Moderate,115.0,39.99
32.4,61.8,23.0,43.4,19.5,17.0,2.05,3.8,463,Poor,226.0,20.4
23.2,40.5,3.0,6.5,21.1,6.4,0.94,11.4,337,Good,98.0,56.5
35.1,47.6,23.8,31.7,26.6,14.5,1.35,6.9,565,Moderate,110.0,10.23
24.1,63.0,3.9,7.4,22.5,8.0,0.78,19.9,566,Good,94.0,38.53
36.0,65.6,7.3,21.8,24.2,13.9,1.99,5.9,393,Poor,364.0,31.2
23.8,58.4,13.1,23.2,11.3,6.3,0.94,10.0,437,Good,47.0,15.66
24.1,49.2,11.7,17.1,22.3,6.4,0.98,13.6,334,Good,50.0,46.79
26.0,79.4,4.8,18.1,19.5,10.1,1.86,6.7,525,Moderate,127.0,15.36
34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672,Moderate,110.0,11.16
27.2,78.3,43.1,43.8,15.1,2.4,0.97,12.3,397,Good,84.0,40.21
26.5,76.9,2.5,7.6,19.6,4.5,1.0,11.3,500,Good,74.0,35.71
35.0,82.9,27.4,32.6,25.5,7.6,1.5,7.2,344,Moderate,134.0,42.57
26.0,54.7,7.7,16.9,17.2,6.9,1.05,17.2,333,Good,48.0,55.73
23.0,52.0,14.1,15.5,20.1,4.9,0.76,11.9,497,Good,91.0,40.69
25.6,63.4,16.1,20.9,24.1,2.9,1.04,10.9,303,Good,99.0,52.22
21.4,39.3,19.4,26.4,21.7,4.7,1.1,12.2,428,Good,45.0,36.62
19.7,75.2,1.2,5.2,12.8,5.4,0.93,10.7,527,Good,41.0,29.73
44.8,87.62977132192941,146.3,164.9,38.8,10.8,2.36,2.8,586,Hazardous,471.0,23.58
37.5,76.6,9.3,10.1,32.2,15.0,1.29,5.1,669,Moderate,148.0,14.46
34.1,76.6,6.5,21.3,30.6,12.5,2.12,7.3,421,Poor,229.0,15.11
32.5,67.4,1.1,9.2,31.0,16.5,1.56,3.4,512,Poor,295.0,23.52
36.8,78.81835965569128,4.9,14.2,40.2,32.5,3.02,2.9,489,Hazardous,492.0,26.76
29.4,81.83352822317283,0.9,7.1,24.5,12.2,1.24,6.4,648,Moderate,133.0,11.9
27.8,64.8,7.9,13.3,25.1,4.7,0.99,10.4,223,Good,37.0,50.09
22.5,55.4,4.7,5.6,20.4,4.6,0.93,14.8,371,Good,98.0,57.24
39.4,55.7,1.0,11.4,33.1,10.3,1.27,6.2,416,Moderate,130.0,10.13
25.3,60.8,10.2,15.7,16.2,5.0,1.18,15.3,406,Good,39.0,41.08
35.4,84.1,45.6,62.3,31.4,5.6,1.26,7.0,638,Moderate,172.0,24.88
26.4,63.7,7.3,11.2,30.1,11.6,1.13,8.7,507,Moderate,105.0,15.6
22.4,77.8,17.2,22.0,14.3,2.7,0.83,11.9,410,Good,50.0,38.98
25.8,65.6,13.5,15.2,23.0,3.9,1.09,18.9,368,Good,62.0,43.72
